o_orderkey,o_custkey,o_totalprice,o_orderdate
17383,1049,248374.05,1996-03-29
34310,934,38650.72,1996-03-29
4481,1027,88874.84,1996-03-30
14945,49,199030.47,1996-03-30
25281,40,136626.79,1996-03-30
2690,655,347745.77,1996-03-31
3425,805,205889.93,1996-03-31
8900,403,273240.4,1996-03-31
10085,364,196291.19,1996-03-31
23265,935,160150.02,1996-03-31
24483,475,150186.8,1996-03-31
28640,403,114751.72,1996-03-31
8806,535,147143.09,1996-04-01
20935,697,52793.14,1996-04-01
32003,944,142540.03,1996-04-01
7494,862,60635.96,1996-04-02
8676,737,27983.81,1996-04-02
12512,982,125810.75,1996-04-02
24807,914,13069.12,1996-04-02
36039,919,134028.18,1996-04-02
3044,370,63287.49,1996-04-03
11207,848,72992.44,1996-04-03
11235,413,286165.49,1996-04-03
22278,370,125458.66,1996-04-03
514,526,169222.77,1996-04-04
1860,67,15201.74,1996-04-04
10244,209,126646.9,1996-04-04
29665,328,145325.49,1996-04-04
3234,98,222001.01,1996-04-05
29509,1013,97112.8,1996-04-05
39777,919,270144.62,1996-04-05
9313,943,237637.68,1996-04-06
11873,604,18258.78,1996-04-06
23714,1012,59956.05,1996-04-06
26212,137,214317.3,1996-04-06
3428,61,151054.6,1996-04-07
9799,323,179801.66,1996-04-07
12899,607,33960.07,1996-04-07
32033,427,4125.06,1996-04-07
33472,454,111364.56,1996-04-07
34212,749,104559.23,1996-04-07
34981,781,240891.45,1996-04-07
35367,625,97211.56,1996-04-07
8071,796,101663.41,1996-04-08
8516,76,412987.01,1996-04-08
11842,991,74047.29,1996-04-08
13665,727,141954.35,1996-04-08
22631,116,133688.55,1996-04-08
9825,19,94664.86,1996-04-09
18662,586,37592.29,1996-04-09
24771,61,150427.57,1996-04-09
33955,802,236078.49,1996-04-09
1188,139,65502.32,1996-04-11
8608,703,160174.48,1996-04-11
14496,808,199916.78,1996-04-11
15169,31,81203.49,1996-04-11
16420,416,162760.08,1996-04-11
36421,871,218179.99,1996-04-11
13317,607,54377.46,1996-04-12
20035,1003,63885.24,1996-04-12
20994,634,145013.54,1996-04-12
27110,748,91720.53,1996-04-12
27815,25,204068.77,1996-04-12
37285,268,82890.24,1996-04-12
3780,287,88682.62,1996-04-13
6048,955,181351,1996-04-13
7201,812,27253.86,1996-04-13
12353,418,221269.32,1996-04-13
15137,544,82060.94,1996-04-13
31136,478,8701.84,1996-04-13
31783,181,3563.48,1996-04-13
15076,397,26308.69,1996-04-14
39074,346,248483.36,1996-04-14
7392,860,155768.07,1996-04-15
8774,1015,226928.21,1996-04-15
11590,619,292266.02,1996-04-15
24928,808,19339.63,1996-04-15
11781,1039,163098.79,1996-04-16
26663,560,226255.76,1996-04-16
27428,517,57186.65,1996-04-16
32549,185,199132.78,1996-04-16
36192,754,120969.54,1996-04-16
3298,812,69204.15,1996-04-17
12257,104,154037.33,1996-04-17
13831,518,240066.09,1996-04-17
14532,877,12929.76,1996-04-17
16389,784,131428.74,1996-04-17
21511,104,284132.36,1996-04-17
27108,386,210057.05,1996-04-17
28834,496,127640.29,1996-04-17
34533,484,191590.2,1996-04-17
1153,838,320915.28,1996-04-18
12836,740,266550.72,1996-04-18
19297,217,78191.86,1996-04-18
25414,775,184826.63,1996-04-18
37219,857,257052.94,1996-04-18
19463,800,16190.46,1996-04-19
21029,349,44847.43,1996-04-19
5542,337,7167.34,1996-04-20
36322,928,135449.95,1996-04-20
15552,71,281360.13,1996-04-21
19844,928,238816.84,1996-04-21
24225,782,46119.82,1996-04-21
31490,953,215811.19,1996-04-21
4614,418,208496.58,1996-04-22
9508,314,235676.36,1996-04-22
24258,970,298756.94,1996-04-22
37222,349,161202.86,1996-04-22
8160,382,221309.99,1996-04-23
14405,188,103626.48,1996-04-24
20388,809,158036.14,1996-04-24
11809,391,218255.71,1996-04-25
32930,880,120859.26,1996-04-25
20551,85,233514.35,1996-04-26
35879,331,128006.92,1996-04-26
11622,244,171265.45,1996-04-27
16033,130,106291.57,1996-04-27
39974,751,143398.8,1996-04-27
2276,290,175184.76,1996-04-29
19776,16,125775.22,1996-04-29
20097,922,152348.65,1996-04-29
27716,575,155585.34,1996-04-29
29446,584,142391.36,1996-04-29
30723,454,55237.44,1996-04-29
33345,490,210891.52,1996-04-29
33475,640,250431.14,1996-04-29
2849,319,224509.22,1996-04-30
9571,956,85920.2,1996-04-30
10179,811,157213.06,1996-04-30
15938,776,214476.45,1996-04-30
26052,194,156301.19,1996-04-30
3809,1033,201656.34,1996-05-01
6212,80,34513.18,1996-05-01
11461,734,81436.64,1996-05-01
16001,14,145410.03,1996-05-01
25345,1021,51030.99,1996-05-01
36645,661,198956.04,1996-05-01
37154,817,20599.91,1996-05-01
13954,542,116422.19,1996-05-02
21957,598,41796.01,1996-05-02
38211,295,283476.76,1996-05-02
13062,904,108473.3,1996-05-03
17350,386,55083.77,1996-05-03
17703,269,143179.03,1996-05-03
19719,907,100399.66,1996-05-03
29571,958,181237.54,1996-05-03
36417,979,103067.96,1996-05-03
39462,385,168996.31,1996-05-03
1089,337,112843.34,1996-05-04
16963,845,121172.26,1996-05-04
3394,1039,199165.56,1996-05-05
13093,793,110419.26,1996-05-05
19239,539,44634.16,1996-05-05
35207,709,171386.06,1996-05-05
37732,287,53296.69,1996-05-05
2531,304,160839.82,1996-05-06
5669,514,152253.93,1996-05-06
14533,31,123824.02,1996-05-06
15299,62,66040.98,1996-05-06
15684,449,228831.63,1996-05-06
1797,871,53988.05,1996-05-07
15874,304,81187.54,1996-05-07
39105,172,40770.53,1996-05-07
8611,446,79387.93,1996-05-08
12068,862,23712.82,1996-05-08
30022,190,96377.8,1996-05-08
8966,859,162191.92,1996-05-09
9666,155,201025.43,1996-05-09
15168,395,72522.69,1996-05-09
25223,620,212678.83,1996-05-09
27873,56,65133.27,1996-05-09
31431,694,205108.77,1996-05-09
3587,542,258817.35,1996-05-10
36261,664,281506.08,1996-05-10
7460,274,28643.89,1996-05-11
12709,187,101379.8,1996-05-11
26083,674,265538.92,1996-05-11
35619,835,190441.12,1996-05-11
1733,1033,251033.2,1996-05-12
4833,923,118527.42,1996-05-12
28743,743,95936.25,1996-05-12
29153,841,128122.61,1996-05-12
37186,310,107484.86,1996-05-12
10821,413,181678.11,1996-05-13
14433,757,182951.29,1996-05-13
20196,754,108459.13,1996-05-13
27202,877,21546.78,1996-05-13
32551,601,56255.23,1996-05-13
15395,4,35477.38,1996-05-14
20101,649,61424.86,1996-05-14
22884,667,29138.76,1996-05-14
23047,322,138801.34,1996-05-14
38309,515,253825.16,1996-05-14
39200,361,137017.22,1996-05-14
6181,350,39686.19,1996-05-15
23843,1027,43615.87,1996-05-15
24674,64,126447.2,1996-05-15
26375,838,116970.69,1996-05-15
25251,730,216022.8,1996-05-16
26722,4,176301.19,1996-05-16
1760,800,137377.06,1996-05-17
5478,806,116751.81,1996-05-17
9351,629,67309.41,1996-05-17
18022,374,31419.04,1996-05-17
32609,538,72855.08,1996-05-17
36549,157,98008.35,1996-05-17
20673,211,319733.52,1996-05-18
27846,454,48194.64,1996-05-19
29891,331,125888.82,1996-05-19
36453,205,119808.18,1996-05-19
38375,676,16657.24,1996-05-19
39012,157,51265.76,1996-05-19
39623,368,193885.63,1996-05-19
23910,505,39826.39,1996-05-20
10403,574,238289.39,1996-05-21
17349,362,104903.83,1996-05-21
17863,143,5293.26,1996-05-21
18759,754,14596.32,1996-05-21
21667,113,228175.5,1996-05-21
1728,442,156284.97,1996-05-22
14466,248,29728.45,1996-05-22
33536,860,80101.56,1996-05-22
38467,805,91261.69,1996-05-22
11751,898,132367.02,1996-05-23
17824,478,90668.49,1996-05-23
28965,982,142845.63,1996-05-23
34951,25,139235.87,1996-05-23
4097,61,176520.64,1996-05-24
20930,538,137323.35,1996-05-24
22436,526,183089.76,1996-05-24
24353,812,95295.15,1996-05-24
26149,221,136347.45,1996-05-24
1223,64,42677.48,1996-05-25
10051,463,148967.24,1996-05-25
12677,133,243277.93,1996-05-25
13890,25,35465.59,1996-05-25
19458,124,194070.33,1996-05-25
24259,509,102059.97,1996-05-25
24739,31,98403.44,1996-05-25
33856,70,231847.96,1996-05-25
11555,923,217449.87,1996-05-26
35523,923,53366.53,1996-05-26
2246,787,119567.35,1996-05-27
8931,442,72585.09,1996-05-27
12997,364,30317.3,1996-05-27
22021,883,85002.09,1996-05-27
23142,16,146221.36,1996-05-27
17190,208,97677.05,1996-05-28
32224,694,78177.03,1996-05-28
39461,544,152082.62,1996-05-28
17476,376,90061.83,1996-05-29
20327,772,161460.82,1996-05-29
27204,100,150199.03,1996-05-29
15653,539,88496.65,1996-05-30
18176,112,36843.85,1996-05-30
19619,676,89562.96,1996-05-30
12134,248,66851.89,1996-05-31
14467,788,123989.02,1996-05-31
36388,932,95965,1996-05-31
423,724,47705.95,1996-06-01
6435,797,247594.64,1996-06-01
35169,472,97031.96,1996-06-01
7202,704,202523.09,1996-06-02
21252,806,256262.87,1996-06-02
32992,907,252406.37,1996-06-02
37573,586,209380.06,1996-06-02
13760,676,141731.97,1996-06-03
15107,868,243228.94,1996-06-03
17733,592,185693.73,1996-06-03
9570,1004,74291.78,1996-06-04
22018,103,150177,1996-06-04
31585,412,104624.37,1996-06-04
5120,109,49554.17,1996-06-05
6080,298,59724.39,1996-06-05
19201,229,246043.29,1996-06-05
28038,946,169434,1996-06-05
9920,751,79321.46,1996-06-06
18306,559,50612.95,1996-06-06
18692,355,132817.35,1996-06-06
9348,461,113907.95,1996-06-07
26433,823,134876.54,1996-06-07
36903,448,247638.27,1996-06-07
37476,82,155052.71,1996-06-07
6341,889,169722.56,1996-06-08
9638,788,83431.55,1996-06-08
31841,643,53716.14,1996-06-08
2342,256,127732.22,1996-06-09
9060,323,42264.65,1996-06-09
10503,598,132987.21,1996-06-09
19527,112,141587.48,1996-06-09
20487,187,164043.52,1996-06-09
21376,895,282463.49,1996-06-09
29378,466,331258.9,1996-06-09
33671,410,103000.74,1996-06-09
9991,577,116747.96,1996-06-10
15841,613,84862.77,1996-06-10
17026,283,245304.35,1996-06-10
26496,335,143685.95,1996-06-10
35653,755,35849.19,1996-06-10
4419,724,137441.35,1996-06-12
20004,239,280074.04,1996-06-12
35463,545,81741.27,1996-06-12
19110,859,63725.12,1996-06-13
26307,283,166478.28,1996-06-13
27360,415,106390.68,1996-06-13
13605,973,183387.75,1996-06-14
35937,338,266271.36,1996-06-14
38148,178,219476.94,1996-06-14
1700,454,118001.56,1996-06-15
7040,395,85047.56,1996-06-15
11203,1048,75067.65,1996-06-15
20006,752,276602.33,1996-06-15
31686,73,140214.01,1996-06-15
2215,271,135505.57,1996-06-16
11237,997,126643.55,1996-06-16
31105,295,160514.32,1996-06-16
5637,721,176848.72,1996-06-17
7714,583,111822.61,1996-06-17
20416,637,214043.76,1996-06-17
33216,604,111751.76,1996-06-17
4646,577,145245,1996-06-18
13155,755,173051.18,1996-06-18
16259,257,142699.79,1996-06-18
37061,136,222126.49,1996-06-18
37120,772,182221.23,1996-06-18
14979,655,79294.71,1996-06-19
30977,82,115307.73,1996-06-19
103,205,108963.17,1996-06-20
806,916,28804.95,1996-06-20
3781,970,150033.76,1996-06-20
7014,49,161377.27,1996-06-20
9831,553,77176.03,1996-06-20
29444,91,175775.04,1996-06-20
5508,391,6438.96,1996-06-21
37122,355,22906.07,1996-06-21
547,688,156179.69,1996-06-22
1827,736,257028.26,1996-06-22
2183,785,68992.83,1996-06-22
10497,85,81382.81,1996-06-22
16130,592,209904.85,1996-06-22
24545,820,196407.55,1996-06-22
28803,955,65455.53,1996-06-22
11110,530,154732.54,1996-06-23
14754,61,110641.15,1996-06-23
30691,860,74222.27,1996-06-23
33413,1039,85166.23,1996-06-23
7109,983,94512.13,1996-06-24
12390,899,41335.36,1996-06-24
16678,296,18008.21,1996-06-24
33312,133,130064.29,1996-06-24
7139,994,28682.08,1996-06-25
9604,434,33354.33,1996-06-25
10368,356,43837.9,1996-06-25
23171,385,145907.09,1996-06-25
23941,127,193048.1,1996-06-25
26785,7,115743.09,1996-06-25
6690,119,200805.96,1996-06-26
6722,361,268023.22,1996-06-26
7492,358,59410.7,1996-06-26
25702,1045,217057.79,1996-06-26
37190,100,124784.5,1996-06-26
1476,1012,22493.66,1996-06-27
19971,77,265717.03,1996-06-27
23267,58,279336.06,1996-06-27
29698,124,32083.96,1996-06-27
37286,43,130587.09,1996-06-27
3971,724,74514.54,1996-06-28
4548,886,191779.41,1996-06-28
17280,334,54782.24,1996-06-28
24772,490,13542.02,1996-06-28
34052,535,89761.36,1996-06-28
37379,646,160044.04,1996-06-28
4994,298,280613.22,1996-06-29
6658,1039,62559.61,1996-06-29
7554,571,24275.59,1996-06-29
8615,29,93518.63,1996-06-29
10177,398,239448.77,1996-06-29
17793,337,60983.3,1996-06-29
30272,721,36000.61,1996-06-29
1158,991,30860.92,1996-06-30
6759,1045,112717.67,1996-06-30
11649,503,256961.4,1996-06-30
27233,190,184149.22,1996-06-30
28704,589,2699.31,1996-06-30
30978,814,44397.17,1996-06-30
12545,122,110235.99,1996-07-01
19940,871,144803.8,1996-07-01
24582,640,155759.12,1996-07-01
30086,748,221971.92,1996-07-01
32004,991,88329.99,1996-07-01
29696,944,54887.27,1996-07-02
29703,842,149453.13,1996-07-02
31236,1010,126736.99,1996-07-02
934,361,29196.02,1996-07-03
6214,103,2672.82,1996-07-03
20034,371,95856.88,1996-07-03
24131,449,91319.59,1996-07-03
36738,154,173654.04,1996-07-03
4582,128,20756.5,1996-07-04
17094,154,309163.58,1996-07-04
37952,160,205645.46,1996-07-04
4740,475,40912.24,1996-07-05
9121,304,110515.87,1996-07-05
11744,89,133376.44,1996-07-05
13891,355,71566.62,1996-07-05
8706,235,288457.25,1996-07-06
9729,679,143500.54,1996-07-06
18883,805,120584.9,1996-07-06
19456,841,234865.14,1996-07-06
30951,668,41454.98,1996-07-06
1380,955,147281.89,1996-07-07
3555,319,166045.14,1996-07-07
5475,961,11580.03,1996-07-07
6404,223,41415.19,1996-07-07
28517,1043,4739.55,1996-07-07
35232,436,173762.37,1996-07-07
37890,199,177546.34,1996-07-07
17378,400,169629.86,1996-07-08
19808,227,199068.58,1996-07-08
15847,563,254186.2,1996-07-09
18976,991,100482.49,1996-07-09
24133,857,117848.21,1996-07-09
25538,313,58539.26,1996-07-09
33735,937,154239.49,1996-07-09
38306,445,161165.82,1996-07-09
8770,112,114984.31,1996-07-10
11300,242,66992.87,1996-07-10
15302,470,169960.71,1996-07-10
33157,458,246705.53,1996-07-10
33442,349,211722.97,1996-07-10
10119,356,35398.48,1996-07-11
22786,308,165731.08,1996-07-11
34786,667,9366.77,1996-07-11
34947,617,274721.4,1996-07-11
5255,445,107546.66,1996-07-12
29574,2,108111.32,1996-07-12
37889,382,58709.45,1996-07-12
1922,389,12326.92,1996-07-13
2432,715,80721.88,1996-07-13
25127,736,169603.38,1996-07-13
27520,80,293034.37,1996-07-13
11072,187,189666.69,1996-07-14
13671,904,203846.29,1996-07-14
23973,247,115780.44,1996-07-14
26752,919,76644.84,1996-07-14
11459,227,196961.29,1996-07-15
28325,977,118287.23,1996-07-15
30181,961,54341.62,1996-07-15
37153,401,156763.05,1996-07-15
6083,850,71262.04,1996-07-16
2534,527,261517.1,1996-07-17
19842,541,276335.34,1996-07-17
34080,433,306698.73,1996-07-17
4325,905,19431.77,1996-07-18
9444,74,40033.35,1996-07-18
25760,754,179675.58,1996-07-18
35491,682,5769.46,1996-07-18
38759,5,149982.33,1996-07-18
7141,4,200825.51,1996-07-19
15297,142,165574.29,1996-07-19
24998,458,141180.36,1996-07-19
29763,814,11640.18,1996-07-19
7266,370,69650.96,1996-07-20
14562,682,152388.39,1996-07-20
18566,169,102798.82,1996-07-20
30085,793,153822.65,1996-07-20
14502,559,69251.6,1996-07-21
20164,301,193323.8,1996-07-21
28128,874,279261.04,1996-07-21
7331,166,158301.29,1996-07-22
13095,1018,346234.97,1996-07-22
38849,356,287269.1,1996-07-22
10689,142,140281.9,1996-07-23
11238,374,177522.43,1996-07-23
14305,1000,68076.47,1996-07-23
20385,781,268929.39,1996-07-23
30244,511,95667.21,1996-07-23
9026,475,72388.91,1996-07-24
12229,875,81906.03,1996-07-24
20000,647,56147.69,1996-07-24
23520,529,111748.48,1996-07-24
35206,574,248594.39,1996-07-24
35334,239,57473.81,1996-07-24
15268,1039,38155.8,1996-07-25
16323,926,264457.13,1996-07-25
27972,845,159697.52,1996-07-25
31235,827,166528.05,1996-07-26
1671,241,129611.86,1996-07-27
17734,28,1947.25,1996-07-27
18693,628,162692.49,1996-07-27
34021,1025,16141.61,1996-07-27
8805,610,317971.65,1996-07-28
9859,334,228634.93,1996-07-28
12193,562,123949.28,1996-07-28
19713,742,31816.53,1996-07-28
28229,691,10258.35,1996-07-28
36870,287,161731.41,1996-07-28
37636,685,120307.97,1996-07-28
10980,527,100959.59,1996-07-29
12995,814,212176.07,1996-07-29
13541,445,47501.71,1996-07-29
15716,961,204798.37,1996-07-29
25286,470,155298.44,1996-07-29
32933,1039,20120.33,1996-07-29
35526,325,50177.99,1996-07-29
31205,91,169785.22,1996-07-30
5634,475,115683.78,1996-07-31
18211,77,225035.22,1996-07-31
37092,328,231945.61,1996-07-31
9059,649,141585.99,1996-08-01
9511,799,117113.81,1996-08-01
25665,13,54066.26,1996-08-01
25957,500,140371.2,1996-08-01
30530,439,22321.98,1996-08-01
31815,41,133600.06,1996-08-01
35939,1040,15596.47,1996-08-01
37827,388,185866.29,1996-08-01
3876,197,168918.44,1996-08-02
11616,283,233793.26,1996-08-02
17153,548,292679.39,1996-08-02
24325,991,144090.34,1996-08-02
34403,422,41104.51,1996-08-02
1123,500,120796.41,1996-08-03
5186,364,284107.25,1996-08-03
5987,446,143829.08,1996-08-03
6209,760,119389.06,1996-08-03
18535,730,65127.34,1996-08-03
4262,607,229369.06,1996-08-04
18148,880,23839.81,1996-08-04
38023,19,229564.78,1996-08-04
18438,590,318957.36,1996-08-05
19203,715,73514.14,1996-08-05
24900,140,289834.07,1996-08-05
26983,868,54263.61,1996-08-05
4385,853,65030.36,1996-08-06
33828,572,31139.05,1996-08-06
19747,574,270628.16,1996-08-07
28768,1045,217022.9,1996-08-07
32836,458,115663.78,1996-08-07
9056,85,139923.41,1996-08-08
13223,247,40075.53,1996-08-08
21026,607,97553.18,1996-08-08
22016,118,293053.23,1996-08-08
27748,16,213563.18,1996-08-08
34919,805,105144.72,1996-08-08
35620,238,136075.56,1996-08-08
37568,458,13883.4,1996-08-08
3206,850,90514.01,1996-08-09
8230,736,144245.7,1996-08-09
15171,319,36984.42,1996-08-09
22567,122,127236.53,1996-08-09
34273,157,174806.55,1996-08-09
3173,1024,76920.32,1996-08-10
16550,91,208389.37,1996-08-10
35078,212,267909.99,1996-08-10
8612,715,77150.94,1996-08-11
17125,766,187666.12,1996-08-11
21248,542,225213.2,1996-08-11
33538,641,13025.14,1996-08-11
36353,943,145991.31,1996-08-11
39716,679,34782.48,1996-08-11
5570,775,91183.54,1996-08-12
8068,931,223708.63,1996-08-12
3812,286,67110.04,1996-08-13
4197,643,326178.59,1996-08-13
4673,574,90961.9,1996-08-13
17895,136,183589.25,1996-08-13
4576,967,77257.17,1996-08-14
13734,86,152044.84,1996-08-14
17159,142,99828.08,1996-08-14
32964,577,88023.52,1996-08-14
38883,667,81359.88,1996-08-14
1186,412,117167.44,1996-08-15
5573,250,201503.83,1996-08-15
13669,319,196400.92,1996-08-15
22116,619,114772.06,1996-08-15
32385,973,242808.18,1996-08-15
32614,364,266115.74,1996-08-15
36801,439,192619.25,1996-08-15
39685,889,118945.99,1996-08-15
2016,53,35191.11,1996-08-16
4704,10,88726.18,1996-08-16
7332,325,131686.89,1996-08-16
20996,409,70220.3,1996-08-16
22306,322,136598.44,1996-08-16
30437,154,94510.17,1996-08-16
39553,898,95858.64,1996-08-16
2596,298,119559.81,1996-08-17
10215,722,119723.86,1996-08-17
17892,782,129693.17,1996-08-17
15814,824,155183.06,1996-08-18
19490,64,95339.77,1996-08-18
21926,670,187287.28,1996-08-18
23012,1033,123298.18,1996-08-18
768,680,284067.3,1996-08-20
2119,436,55769.81,1996-08-20
2529,944,7228.04,1996-08-20
2695,394,168470.67,1996-08-20
3747,1045,310809.3,1996-08-20
4160,380,125301.11,1996-08-20
4293,721,264234.19,1996-08-20
38,874,48781.89,1996-08-21
2662,259,125833.46,1996-08-21
3424,709,45826.39,1996-08-21
14790,430,216073.42,1996-08-21
20288,941,23499.23,1996-08-21
21762,418,246816.09,1996-08-21
31748,655,215154.85,1996-08-21
33926,994,72854.09,1996-08-21
5605,242,230150.02,1996-08-22
9702,841,162722.37,1996-08-22
18084,455,204052,1996-08-22
33223,10,18724.24,1996-08-22
6594,901,224294.02,1996-08-23
29381,494,148033.98,1996-08-23
33574,971,197284.26,1996-08-23
39233,1031,205892.56,1996-08-23
3782,455,227532.85,1996-08-24
6951,310,11983.59,1996-08-24
15203,91,54516.65,1996-08-24
16097,740,182871.01,1996-08-24
25381,730,51652.95,1996-08-24
8519,409,248490.63,1996-08-25
11462,160,175148.79,1996-08-25
18529,880,37616.12,1996-08-25
19171,689,160868.57,1996-08-25
29379,496,195142,1996-08-25
3910,440,69799.88,1996-08-26
10176,689,82777.73,1996-08-26
10208,721,242959.89,1996-08-26
13797,190,184493.27,1996-08-26
19459,751,32878.58,1996-08-26
25158,295,186855.64,1996-08-26
32515,557,214393.12,1996-08-26
38246,349,66489.98,1996-08-26
38308,425,184589.28,1996-08-26
1091,580,44313.68,1996-08-27
2977,499,36053.53,1996-08-27
21124,239,177789.76,1996-08-27
28260,859,217934.02,1996-08-27
36674,754,69498.4,1996-08-27
7876,946,110977.41,1996-08-28
7943,869,33044.27,1996-08-28
16199,70,274840.44,1996-08-28
17827,583,214086.97,1996-08-28
22854,772,156923.71,1996-08-28
33890,898,38455.71,1996-08-28
1220,340,130437.91,1996-08-29
3941,947,140182.72,1996-08-29
7717,541,170352.83,1996-08-29
35650,113,156412.68,1996-08-29
1283,815,287328.69,1996-08-30
16801,458,119875.86,1996-08-30
24229,740,227522,1996-08-30
29952,626,129863.52,1996-08-30
30817,899,146955.84,1996-08-30
8898,788,110159.93,1996-08-31
16708,991,131745.31,1996-08-31
17248,979,38933.1,1996-08-31
23462,922,106410.37,1996-08-31
24901,257,144529.87,1996-08-31
30560,578,191237.15,1996-08-31
33728,362,62965.42,1996-08-31
5349,469,36947.17,1996-09-01
15875,568,159468.36,1996-09-01
25026,940,115028.57,1996-09-01
33633,268,204667.59,1996-09-01
11264,473,118430.08,1996-09-02
18948,944,143806.1,1996-09-02
20321,239,71300.92,1996-09-02
